id	unitId	form	name	rank	maxLv	level	health	attack	speed	kb	atkOccu	atkFreq	dps	range	reach	sAtkReach	lAtkReach	cost	again	conAtk	firstAtk	firstOccu	secondAtk	secondOccu	thirdAtk	thirdOccu	reOnConAtkChara	wait	backSwing	waveProbability	waveLevel	miniWave	ragingWaveProbability	ragingWaveLevel	ragingWaveSReach	ragingWaveLReach	againstWhite	againstRed	againstFloat	againstBlack	againstMetal	againstAngel	againstAlien	againstZombie	againstAncient	againstDemon	veryStrong	superDamage	strongStruck	extremeDamage	superStrongStruck	blowAway	attackInvalid	stopMoving	slowDown	atkReduce	curse																																
449-2	449	2	剣神・宮本武蔵	伝説レア	50+9	30	82960	20364	10	4	9	66	9256	単体	400			4275	2736	○	10182	9	10182	23				0	34	0	0		0	0	0	0				黒									打たれ強い	極ダメージ																																							
450-1	450	1	聖会長ジャンヌダルク	伝説レア	50+9	30	54400	11220	20	4	48	87	3869	範囲	400	200	550	4830	3496									0	39	0	0		0	0	0	0		赤	浮											極ダメージ																																							
450-2	450	2	聖会長ジャンヌダルクψ	伝説レア	50+9	30	54400	11220	20	4	48	87	3869	範囲	400	200	550	4830	3496									0	39	0	0		0	0	0	0		赤	浮											極ダメージ																																							
451-1	451	1	天城龍バベル	伝説レア	50+9	30	255000	85000	8	2	113	360	7083	範囲	390			6750	4736									247	98	0	0		0	0	0	0		赤	浮												超打たれ強い									止める無効	遅くする無効																												
451-2	451	2	魔城龍バベル	伝説レア	50+9	30	255000	85000	8	2	113	360	7083	範囲	390			6750	4736									247	98	0	0		0	0	0	0		赤	浮												超打たれ強い									止める無効	遅くする無効																												
452-1	452	1	うしわか丸	伝説レア	50+9	30	16830	9690	12	2	23	108	2692	範囲	250			825	176									85	26	0	0		0	0	0	0						天							打たれ強い	極ダメージ																																							
452-2	452	2	巨大神兵ベンケイ	伝説レア	50+9	30	127500	52700	7	3	65	250	6324	範囲	450			6000	4736									185	71	0	0		0	0	0	0						天							打たれ強い	極ダメージ																																							
453-1	453	1	古代ネコ	レア	50+0	30	11050	135	10	1	8	37	109	単体	140			105	156									29	10	0	0		0	0	0	0					ﾒﾀﾙ				古				打たれ強い															呪い無効																									
453-2	453	2	現代ネコ	レア	50+0	30	11050	135	10	1	8	37	109	単体	140			105	156									29	10	0	0		0	0	0	0					ﾒﾀﾙ				古				打たれ強い															呪い無効																									
453-3	453	3	未来ネコ	レア	50+0	30	11050	135	10	1	11	36	113	単体	140			105	156									25	10	0	0		0	0	0	0					ﾒﾀﾙ				古						超打たれ強い													呪い無効																									
454-1	454	1	きたろう	EX	50+0	30	11900	2380	9	3	4	101	707	単体	325			450	2136									97	47	0	0		0	0	0	0								ゾ				超ダメージ																				ゾンビキラー																					
454-2	454	2	ゲゲゲの鬼太郎	EX	50+0	30	11900	2975	11	3	14	125	714	単体	350			450	2136									111	68	0	0		0	0	0	0								ゾ				超ダメージ																				ゾンビキラー																					
455-1	455	1	目玉おやじ	EX	50+0	30	12240	1682	8	4	24	83	608	単体	210			315	1836									59	27	0	0		0	0	0	0								ゾ												攻撃低下(100%の確率 150F 50%に低下)												ゾンビキラー	クリティカル(4%)																				
455-2	455	2	入浴おやじ	EX	50+0	30	12240	1682	8	4	18	83	608	単体	210			315	1836									65	22	0	0		0	0	0	0								ゾ												攻撃低下(100%の確率 150F 50%に低下)												ゾンビキラー	クリティカル(4%)																				
456-1	456	1	ワンダー・モモコ	伝説レア	50+9	30	68000	61200	13	2	28	201	9134	範囲	375			4500	3736	○	5100	28	10200	27	45900	45	特性付加(1撃目)	0	101	100	8		0	0	0	0		赤		黒		天												動きを止める(100% 60F)												波動無効																							
456-2	456	2	キューティー・モモコ	伝説レア	50+9	30	68000	61200	13	2	28	201	9134	範囲	375			4500	3736	○	5100	28	10200	27	45900	45	特性付加(1撃目)	0	101	100	8		0	0	0	0		赤		黒		天												動きを止める(100% 60F)												波動無効																							
457-1	457	1	間桐 桜	超激レア	50+70	30	91800	28900	8	4	37	212	4090	範囲	350			4200	3336									175	56	0	0		0	0	0	0				黒			エ	ゾ					打たれ強い																	波動無効		ゾンビキラー																					
457-2	457	2	間桐 桜CC	超激レア	50+70	30	122400	35700	8	4	37	212	5052	範囲	350			4200	3336									175	56	0	0		0	0	0	0				黒			エ	ゾ					打たれ強い																	波動無効		ゾンビキラー																					
458-1	458	1	ネコ士郎	EX	50+0	30	12750	2210	10	3	36	58	1143	単体	170			540	266									0	22	0	0		0	0	0	0				黒							めっぽう強い																																										
458-2	458	2	魔術師見習いネコ士郎	EX	50+0	30	12750	2210	10	3	36	58	1143	単体	170			540	266									0	22	0	0		0	0	0	0				黒							めっぽう強い																																										
459-1	459	1	アーチャーネコ	レア	50+80	30	11220	2040	10	3	26	91	673	単体	275			600	376									65	27	0	0		0	0	0	0																														波動無効																							
459-2	459	2	英霊アーチャーネコ	レア	50+80	30	11220	2040	10	3	26	91	673	単体	275	200	350	600	376									65	27	0	0		0	0	0	0																														波動無効																							
460-1	460	1	ネコライダー	レア	50+80	30	15300	3400	12	3	27	102	1000	単体	190			570	236									75	22	0	0		0	0	0	0						天												動きを止める(40% 60F)																																			
460-2	460	2	英霊ネコライダー	レア	50+80	30	15300	3400	12	3	27	102	1000	単体	190			570	236									75	26	0	0		0	0	0	0						天												動きを止める(40% 60F)																																			
461-1	461	1	ネコ言峰＆ネコギルガメッシュ	激レア	50+70	30	20400	11220	8	4	66	139	2422	範囲	300			1170	496									73	25	0	0		0	0	0	0				黒																攻撃低下(50%の確率 150F 50%に低下)															攻撃上昇(50%以下 50%上昇)																		
461-2	461	2	ネコギルガメッシュ＆ネコ言峰	激レア	50+70	30	20400	11220	8	4	66	139	2422	範囲	300			1170	496									73	35	0	0		0	0	0	0								ゾ												攻撃低下(50%の確率 150F 50%に低下)												ゾンビキラー			攻撃上昇(50%以下 50%上昇)																		
462-1	462	1	レジェルガ	伝説レア	50+9	30	8500	2550	4	5	7	150	510	単体	140			4500	9736									143	24	0	0		0	0	0	0																																																					
462-2	462	2	レジェランパサラン	伝説レア	50+9	30	51000	42500	20	5	5	105	12143	範囲	300	-700	300	4500	3736									0	100	0	0		0	0	0	0																							ふっとばす無効	止める無効	遅くする無効	攻撃力低下無効	ワープ無効			波動無効																							
463-1	463	1	フィリバスターX	EX	40+0	30	27200	17000	7	1	360	579	881	範囲	575	-500	575	3750	4536									219	86	0	0		0	0	0	0	白																	動きを止める(100% 120F)																																			
463-2	463	2	フィリバスターY	EX	40+0	30	27200	17000	7	1	360	579	881	範囲	575	-500	575	3750	4536									219	86	0	0		0	0	0	0	白																	動きを止める(100% 120F)																																			
464-1	464	1	終末兵器ムー	伝説レア	50+9	30	153000	30600	1	1	51	144	6375	範囲	400	-450	400	4650	5236									93	50	0	0		0	0	0	0								ゾ					打たれ強い	極ダメージ																		ゾンビキラー								波動ストッパー													
464-2	464	2	極秘研究機関パンドラ	伝説レア	50+9	30	153000	30600	1	1	51	144	6375	範囲	400	-450	400	4650	5236									93	50	0	0		0	0	0	0								ゾ					打たれ強い	極ダメージ																		ゾンビキラー								波動ストッパー													
465-1	465	1	土偶戦士ドグ丸	EX	40+0	30	61200	35700	15	2	102	227	4718	範囲	350			3900	3136									125	34	0	0		0	0	0	0	白												打たれ強い														ワープ無効	呪い無効																									
465-2	465	2	土偶戦士ドグえもん	EX	40+0	30	81600	40800	15	2	102	227	5392	範囲	350			3900	3136									125	34	0	0		0	0	0	0	白												打たれ強い														ワープ無効	呪い無効																									
466-1	466	1	majimeow（仮）	レア	50+0	30	8500	2125	8	3	9	142	449	単体	250			600	536									133	9	0	0		0	0	0	0		赤																		攻撃低下(100%の確率 150F 50%に低下)																																	
466-2	466	2	majimeow（仮）進化	レア	50+0	30	8500	2125	8	3	9	142	449	単体	250			600	536									133	7	0	0		0	0	0	0		赤																		攻撃低下(100%の確率 150F 50%に低下)																																	
467-1	467	1	ブラックゼウス	伝説レア	50+9	30	61200	34000	10	3	116	285	3579	範囲	455	300	700	4950	4536									169	50	0	0		0	0	0	0	白													極ダメージ												攻撃力低下無効																											
467-2	467	2	闇次神子ブラックゼウス	伝説レア	50+9	30	76500	42500	10	3	116	285	4474	範囲	455	300	700	4950	4536									169	50	0	0		0	0	0	0	白													極ダメージ												攻撃力低下無効																											
468-1	468	1	スーパーゼウス	超激レア	50+70	30	20400	30600	9	5	78	239	3841	範囲	425			4800	4736									161	43	0	0		0	0	0	0		赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪			打たれ強い							攻撃低下(100%の確率 90F 50%に低下)			ふっとばす無効	止める無効	遅くする無効	攻撃力低下無効																											
468-2	468	2	全能神スーパーゼウス	超激レア	50+70	30	25500	40800	9	5	78	239	5121	範囲	425			4800	4736									161	43	0	0		0	0	0	0		赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪			打たれ強い							攻撃低下(100%の確率 90F 50%に低下)			ふっとばす無効	止める無効	遅くする無効	攻撃力低下無効																											
468-3	468	3	スーパーSゼウス	超激レア	50+70	30	30600	40800	9	5	78	239	5121	範囲	425			4800	4736									161	43	0	0		0	0	0	0		赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪			打たれ強い							攻撃低下(100%の確率 120F 50%に低下)			ふっとばす無効	止める無効	遅くする無効	攻撃力低下無効																											
469-1	469	1	聖フェニックス	超激レア	50+70	30	20400	17000	6	4	31	260	1962	範囲	325			1200	736									229	50	0	0		0	0	0	0			浮	黒			エ											動きを止める(50% 100F)																																			
469-2	469	2	聖戦衣化聖フェニックス	超激レア	50+70	30	20400	17000	12	4	31	260	1962	範囲	325			1200	736									229	50	0	0		0	0	0	0			浮	黒			エ											動きを止める(50% 100F)																																			
469-3	469	3	ヘッドロココ	超激レア	50+70	30	51000	30600	18	4	31	260	3531	範囲	400			3600	2736									229	50	0	0		0	0	0	0			浮	黒			エ				めっぽう強い							動きを止める(100% 100F)																																			
470-1	470	1	スーパーデビル	超激レア	50+70	30	30600	20400	4	3	60	241	2539	範囲	550	400	800	4200	3736									181	47	0	0		0	0	0	0						天													遅くする(100% 150F)						遅くする無効																												
470-2	470	2	偽神スーパーデビル	超激レア	50+70	30	40800	27200	4	3	60	241	3386	範囲	550	400	800	4200	3736									181	47	0	0		0	0	0	0						天													遅くする(100% 150F)						遅くする無効																												
470-3	470	3	スーパーDデビル	超激レア	50+70	30	51000	27200	7	5	60	241	3386	範囲	550	400	800	4200	3736									181	47	0	0		0	0	0	0						天													遅くする(100% 150F)						遅くする無効																												
471-1	471	1	サタンマリア	超激レア	50+70	30	23800	33660	14	4	51	156	6473	範囲	370			4050	2536									105	45	0	0		0	0	0	0		赤										超ダメージ																		波動無効																							
471-2	471	2	ワンダーマリア	超激レア	50+70	30	28560	39270	28	4	51	156	7552	範囲	370			4050	2536									105	45	0	0		0	0	0	0		赤										超ダメージ																		波動無効																							
472-1	472	1	ヘラクライスト	超激レア	50+70	30	102000	153000	4	2	116	237	19367	単体	360			4500	2236									121	43	0	0		0	0	0	0			浮								めっぽう強い														遅くする無効		ワープ無効																										
472-2	472	2	完璧ヘラクライスト	超激レア	50+70	30	102000	153000	4	2	116	237	19367	単体	360			4500	2236									121	43	0	0		0	0	0	0							エ				めっぽう強い														遅くする無効		ワープ無効																										
473-1	473	1	ネロ魔身	激レア	50+70	30	20400	16575	9	4	51	185	2688	範囲	225	-800	225	1485	856	○	5525	51	5525	39	5525	40		55	25	0	0		0	0	0	0								ゾ				超ダメージ																				ゾンビキラー																					
473-2	473	2	魔肖ネロ	激レア	50+70	30	25500	21675	9	4	51	185	3515	範囲	225	-800	225	1485	856	○	7225	51	7225	39	7225	40		55	25	0	0		0	0	0	0								ゾ				超ダメージ																				ゾンビキラー																					
474-1	474	1	ヤマト王子	レア	50+0	30	6800	2720	35	3	2	131	623	範囲	250			900	936									0	129	0	0		0	0	0	0							エ	ゾ				超ダメージ																				ゾンビキラー																					
474-2	474	2	ヤマト神帝	レア	50+0	30	7650	3400	35	3	2	131	779	範囲	250			900	936									0	129	0	0		0	0	0	0							エ	ゾ				超ダメージ																				ゾンビキラー																					
474-3	474	3	ヤマト爆神	レア	50+0	30	8500	4080	35	3	2	131	934	範囲	250			900	936									0	129	0	0		0	0	0	0							エ	ゾ				超ダメージ																				ゾンビキラー																					
475-1	475	1	十字架天使	EX	50+20	30	4080	765	8	3	37	220	104	単体	400			600	736									183	41	0	0		0	0	0	0		赤																		攻撃低下(50%の確率 200F 50%に低下)																																	
475-2	475	2	クロスエンジェル	EX	50+20	30	5100	850	8	3	37	220	116	単体	400			600	736									183	41	0	0		0	0	0	0		赤		黒																攻撃低下(50%の確率 200F 50%に低下)																																	
475-3	475	3	ストライク天使	EX	50+20	30	6120	935	8	3	37	220	128	単体	400			600	736									183	41	0	0		0	0	0	0		赤		黒				ゾ												攻撃低下(50%の確率 200F 50%に低下)												ゾンビキラー																					
476-1	476	1	ネコ若神子	EX	50+20	30	21760	6290	8	3	17	82	2301	範囲	250			1230	726									65	26	0	0		0	0	0	0				黒							めっぽう強い																																										
476-2	476	2	ネコ神帝	EX	50+20	30	21760	6290	8	3	17	82	2301	範囲	250			1230	726									65	26	0	0		0	0	0	0				黒							めっぽう強い																																										
477-1	477	1	ネコデビル	EX	50+20	30	21250	9265	10	3	45	116	2396	範囲	250			1260	706									71	31	0	0		0	0	0	0						天					めっぽう強い																																										
477-2	477	2	ネコ邪神	EX	50+20	30	21250	9265	10	3	45	116	2396	範囲	250			1260	706									71	31	0	0		0	0	0	0						天					めっぽう強い																																										
478-1	478	1	ネコの助	EX	50+20	30	22780	14790	6	3	66	201	2207	範囲	250			1245	716									135	26	0	0		0	0	0	0							エ				めっぽう強い																																										
478-2	478	2	ネコ老守	EX	50+20	30	22780	14790	6	3	66	201	2207	範囲	250			1245	716									135	26	0	0		0	0	0	0							エ				めっぽう強い																																										
479-1	479	1	幻の精霊ルミナ	伝説レア	50+9	30	21250	8500	32	3	41	136	1875	範囲	330			1110	436									95	35	0	0		0	0	0	0							エ								超打たれ強い					攻撃低下(50%の確率 150F 50%に低下)					遅くする無効		ワープ無効														バリアブレイク(50%)												
479-2	479	2	夢幻の精霊ルミナリア	伝説レア	50+9	30	136000	31195	30	3	41	136	6881	範囲	375			3675	2236									95	35	0	0		0	0	0	0							エ								超打たれ強い					攻撃低下(100%の確率 150F 50%に低下)					遅くする無効		ワープ無効														バリアブレイク(100%)												
480-1	480	1	グミネコ	EX	50+0	30	17000	17	9	1000	8	37	14	単体	140			150	180									29	10	0	0		0	0	0	0																																																					
480-2	480	2	ラッキーネコ	EX	50+0	30	17000	17	9	1000	8	37	14	単体	140			150	180									29	10	0	0		0	0	0	0																																																					
481-1	481	1	ねこ娘	レア	50+0	30	17000	5440	15	2	13	64	2550	単体	160			990	1986									51	15	0	0		0	0	0	0																																																					
481-2	481	2	ネコねこ娘	レア	50+0	30	22100	7140	15	2	14	83	2581	範囲	160			990	1986									69	17	0	0		0	0	0	0																																																					
482-1	482	1	超越科学者ヘヴン博士	伝説レア	50+9	30	187000	46070	8	3	61	240	5759	範囲	400			5400	5036									179	90	0	0		0	0	0	0				黒			エ								超打たれ強い																																						
482-2	482	2	時空科学者アビス博士	伝説レア	50+9	30	187000	46070	8	3	61	240	5759	範囲	400			5400	5036									179	90	0	0		0	0	0	0				黒			エ							極ダメージ																																							
483-1	483	1	幸せを願った少年ソウマ	超激レア	50+70	30	27200	38250	8	6	43	260	4413	範囲	440			4200	3336									217	58	0	0		0	0	0	0						天	エ												遅くする(50% 150F)	攻撃低下(50%の確率 150F 50%に低下)																																	
483-2	483	2	幸せを願った少年ソウマ＆ネコ	超激レア	50+70	30	34000	46750	8	6	43	260	5394	範囲	440			4200	3336									217	58	0	0		0	0	0	0						天	エ												遅くする(50% 150F)	攻撃低下(50%の確率 150F 50%に低下)																																	
484-1	484	1	カノとソウマ	レア	50+0	30	8500	1190	25	2	22	101	353	範囲	190			420	126									79	39	0	0		0	0	0	0							エ						打たれ強い																																								
484-2	484	2	カノとソウマとネコ	レア	50+0	30	8500	1190	25	2	22	101	353	範囲	190			420	126									79	39	0	0		0	0	0	0							エ						打たれ強い																																								
485-1	485	1	黒ちびネコヴァルキリー	超激レア	50+70	30	35700	24650	32	2	36	129	5733	範囲	345			4200	1536									93	48	100	3		0	0	0	0																														波動無効																							
485-2	485	2	黒ちびネコヴァルキリー・紅	超激レア	50+70	30	35700	24650	32	2	36	129	5733	範囲	345			4200	1536									93	48	100	3		0	0	0	0																														波動無効																							
486-1	486	1	カレット	超激レア	50+70	30	30600	20400	10	3	72	235	2604	範囲	410			3600	1836									163	44	0	0		0	0	0	0						天	エ	ゾ												攻撃低下(100%の確率 90F 50%に低下)												ゾンビキラー																					
486-2	486	2	カレットCC	超激レア	50+70	30	40800	27200	10	3	72	235	3472	範囲	410			3600	1836									163	44	0	0		0	0	0	0						天	エ	ゾ												攻撃低下(100%の確率 90F 50%に低下)												ゾンビキラー																					
487-1	487	1	ひな	激レア	50+70	30	19890	1700	10	3	32	179	285	単体	275			720	936									147	59	100	5		0	0	0	0																																																					
487-2	487	2	剣士ひな	激レア	50+70	30	26520	2125	10	3	32	179	356	単体	275			720	936									147	59	100	5		0	0	0	0																																																					
488-1	488	1	エヴァ８号機	超激レア	50+70	30	61200	32640	13	4	44	239	4097	範囲	450	250	700	4575	4336	○	10880	44	10880	6	10880	6		183	50	0	0		0	0	0	0			浮													ふっとばす(20%)		動きを止める(20% 120F)		攻撃低下(20%の確率 120F 50%に低下)																									使徒キラー								
488-2	488	2	エヴァ８号機＆ネコ	超激レア	50+70	30	61200	32640	13	4	44	239	4097	範囲	450	250	700	4575	4336	○	10880	44	10880	6	10880	6		183	50	0	0		0	0	0	0			浮													ふっとばす(20%)		動きを止める(20% 120F)		攻撃低下(20%の確率 120F 50%に低下)																									使徒キラー								
489-1	489	1	空中艦艇ネコヴンダー	超激レア	50+70	30	68000	30600	10	5	60	159	5774	範囲	400			5025	5336									99	71	0	0		0	0	0	0						天		ゾ				超ダメージ																				ゾンビキラー																					
489-2	489	2	希望の船NNNネコヴンダー	超激レア	50+70	30	68000	30600	10	5	60	159	5774	範囲	400			5025	5336									99	71	0	0		0	0	0	0						天		ゾ				超ダメージ																				ゾンビキラー																					
490-1	490	1	ちびミサト	激レア	50+70	30	28050	16660	10	3	45	156	3204	範囲	300			1155	656									111	52	0	0		0	0	0	0							エ												遅くする(50% 120F)						遅くする無効																バリアブレイク(30%)												
490-2	490	2	ヴンダー艦長のちびミサト	激レア	50+70	30	28050	16660	10	3	45	156	3204	範囲	300			1155	656									111	52	0	0		0	0	0	0							エ												遅くする(50% 120F)						遅くする無効																バリアブレイク(30%)												
491-1	491	1	ちびリツコ	激レア	50+70	30	27200	20400	9	3	67	190	3221	範囲	300			1125	596									123	64	0	0		0	0	0	0							エ													攻撃低下(50%の確率 200F 50%に低下)						攻撃力低下無効	ワープ無効																										
491-2	491	2	ヴンダー副長のちびリツコ	激レア	50+70	30	27200	20400	9	3	67	190	3221	範囲	300			1125	596									123	64	0	0		0	0	0	0							エ													攻撃低下(50%の確率 200F 50%に低下)						攻撃力低下無効	ワープ無効																										
492-1	492	1	ちびアヤナミレイ(仮称)	激レア	50+70	30	45900	5100	8	2	35	118	1297	範囲	180			1185	536									83	55	0	0		0	0	0	0				黒									打たれ強い							攻撃低下(30%の確率 200F 50%に低下)			ふっとばす無効																						使徒キラー								
492-2	492	2	目覚めのちびアヤナミ	激レア	50+70	30	45900	5100	8	2	35	118	1297	範囲	180			1185	536									83	55	0	0		0	0	0	0				黒									打たれ強い							攻撃低下(30%の確率 200F 50%に低下)			ふっとばす無効																						使徒キラー								
494-1	494	1	創造神ガイア	伝説レア	50+9	30	68000	47430	8	2	47	300	4743	範囲	400	350	550	4470	3696	○	15810	47	15810	48	15810	42		163	44	0	0		0	0	0	0		赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪				極ダメージ																																							
494-2	494	2	ゴッドガイア	伝説レア	50+9	30	68000	47430	8	2	47	300	4743	範囲	400	350	550	4470	3696	○	15810	47	15810	48	15810	42		163	44	0	0		0	0	0	0		赤	浮	黒	ﾒﾀﾙ	天	エ	ゾ	古	悪				極ダメージ																																							
495-1	495	1	潮風のセーラーカッパー	超激レア	50+70	30	27540	21930	7	3	100	189	3481	範囲	375			3720	1976									89	66	0	0		0	0	0	0		赤		黒	ﾒﾀﾙ													動きを止める(50% 110F)																																			
495-2	495	2	潮風のセーラーカッパーκ	超激レア	50+70	30	39100	29750	7	3	100	189	4722	範囲	375			3720	1976									89	66	0	0		0	0	0	0		赤		黒	ﾒﾀﾙ													動きを止める(50% 110F)																																			
496-1	496	1	ネコマタドール	レア	50+80	30	11475	2380	14	3	34	86	830	単体	190			540	116									0	52	0	0		0	0	0	0		赤															攻撃無効(30% 60F)																																				
496-2	496	2	ネコフラメンコ	レア	50+80	30	15300	3230	14	3	34	86	1127	単体	190			540	116									0	52	0	0		0	0	0	0		赤															攻撃無効(30% 60F)																																				
496-3	496	3	ネコエキゾチック	レア	50+80	30	20400	3230	18	3	34	86	1127	単体	190			540	116									0	52	0	0		0	0	0	0		赤								悪							攻撃無効(30% 60F)		遅くする(30% 60F)																												止める耐性:70%効果時間減少						
497-1	497	1	成田甲斐	超激レア	50+70	30	40800	20400	5	2	54	159	3849	範囲	440			5250	4136									105	47	0	0		0	0	0	0				黒				ゾ											遅くする(100% 75F)													ゾンビキラー						渾身の一撃(15% 3倍)															
497-2	497	2	武神・成田甲斐	超激レア	50+70	30	54400	25500	5	2	54	159	4811	範囲	440			5250	4136									105	47	0	0		0	0	0	0				黒				ゾ											遅くする(100% 75F)													ゾンビキラー						渾身の一撃(15% 3倍)															
497-3	497	3	豪炎姫の武神・成田甲斐	超激レア	50+70	30	108800	25500	5	2	54	159	4811	範囲	440			5250	4136									105	57	0	0		0	0	0	0				黒				ゾ											遅くする(100% 75F)													ゾンビキラー						渾身の一撃(25% 3倍)															
502-1	502	1	ネコ兄弟S	レア	50+0	30	5100	3400	10	3	37	120	850	範囲	140			450	136									83	25	0	0		0	0	0	0	白												打たれ強い																																								
502-2	502	2	ネコバカ兄弟S	レア	50+0	30	5100	3400	10	3	37	120	850	範囲	140			450	136									83	25	0	0		0	0	0	0	白												打たれ強い																																								
503-1	503	1	英雄令嬢メルシュ	超激レア	50+70	30	30600	26010	10	4	60	241	3238	範囲	330			4260	2736	○	8670	60	17340	32			特性付加(2撃目)	149	49	100	2		0	0	0	0	白																攻撃無効(30% 60F)																																				
503-2	503	2	英雄令嬢メルシュξ	超激レア	50+70	30	40800	34170	10	4	60	241	4254	範囲	330			4260	2736	○	11390	60	22780	32			特性付加(2撃目)	149	49	100	2		0	0	0	0	白																攻撃無効(30% 60F)																																				
503-3	503	3	絢爛令嬢メルシュξ	超激レア	50+70	30	81600	34170	10	4	60	241	4254	範囲	330			4260	2736	○	11390	60	22780	32			特性付加(2撃目)	149	49	100	4		0	0	0	0	白																攻撃無効(30% 60F)																																				
504-1	504	1	ネコ２Ｄ	レア	50+0	30	1700	135	8	3	6	37	109	単体	140			75	60									31	12	0	0		0	0	0	0																																																					
504-2	504	2	ネコ３Ｄ	レア	50+0	30	1700	135	8	3	8	37	109	単体	140			75	60									29	10	0	0		0	0	0	0																																																					
505-1	505	1	おやじネコ(店主)	EX	50+0	30	8500	8500	8	5	13	224	1138	単体	200			540	376									211	85	0	0		0	0	0	0																																		金×2																			
505-2	505	2	おやじネコ(現役)	EX	50+0	30	8500	8500	16	5	13	224	1138	単体	200			540	376									211	85	0	0		0	0	0	0																																		金×2																			
506-1	506	1	角龍グラディオス	超激レア	50+70	30	81600	44200	4	3	60	277	4787	範囲	440			5625	4636									217	83	0	0		0	0	0	0	白															ふっとばす(50%)			遅くする(50% 150F)																																		
506-2	506	2	角龍王グラディオス	超激レア	50+70	30	81600	44200	4	3	60	277	4787	範囲	440			5625	4636									217	83	0	0		0	0	0	0	白															ふっとばす(50%)			遅くする(50% 150F)																																		
506-3	506	3	角龍皇帝グラディオス	超激レア	50+70	30	122400	44200	4	3	60	277	4787	範囲	440			5625	4636									217	83	0	0		0	0	0	0	白															ふっとばす(100%)			遅くする(100% 150F)																																		
507-1	507	1	アイウォルツ	超激レア	50+70	30	44200	18700	12	3	32	141	3979	範囲	360			3750	3036									109	30	0	0		0	0	0	0																														波動無効						生き残る(100%)		渾身の一撃(15% 3倍)															
507-2	507	2	アイウォルツCC	超激レア	50+70	30	61200	25500	12	3	32	141	5426	範囲	360			3750	3036									109	30	0	0		0	0	0	0																														波動無効						生き残る(100%)		渾身の一撃(15% 3倍)															
508-1	508	1	スーパーにゃん	レア	50+0	30	30600	3400	60	10	1	151	675	単体	140			720	636									0	150	0	0		0	0	0	0	白																			攻撃低下(100%の確率 200F 50%に低下)																				波動ストッパー													
508-2	508	2	ジャイにゃん	レア	50+0	30	30600	3400	60	10	1	151	675	単体	140			720	636									0	150	0	0		0	0	0	0	白																			攻撃低下(100%の確率 200F 50%に低下)																				波動ストッパー													
509-1	509	1	ネコリュウ	レア	50+0	30	8330	680	10	3	15	44	464	単体	350			675	276									29	23	0	0		0	0	0	0				黒														動きを止める(20% 60F)																																			
509-2	509	2	ネコリュウCC	レア	50+0	30	8330	680	10	3	15	44	464	単体	350			675	276									29	23	0	0		0	0	0	0				黒														動きを止める(20% 60F)																																			
510-1	510	1	ネコ春麗	EX	50+0	30	10200	3060	10	3	27	94	977	単体	180			600	336	○	1020	27	1020	8	1020	8		0	51	0	0		0	0	0	0																																	クリティカル(5%)																				
510-2	510	2	ネコ春麗CC	EX	50+0	30	10200	3060	10	3	27	94	977	単体	180			600	336	○	1020	27	1020	8	1020	8		0	51	0	0		0	0	0	0																																	クリティカル(5%)																				
511-1	511	1	豪鬼	伝説レア	50+9	30	34000	25755	20	3	23	148	5221	範囲	450			4500	3736	○	8585	23	8585	4	8585	4		117	28	0	0		0	0	0	0	白													極ダメージ										止める無効																													
511-2	511	2	豪鬼CC	伝説レア	50+9	30	34000	25755	20	3	23	148	5221	範囲	450			4500	3736	○	8585	23	8585	4	8585	4		117	28	0	0		0	0	0	0	白													極ダメージ										止める無効																													
512-1	512	1	リュウ	超激レア	50+70	30	51000	8160	18	5	16	55	4451	範囲	480			3750	4736									0	39	0	0		0	0	0	0																																						渾身の一撃(15% 3倍)															
512-2	512	2	リュウCC	超激レア	50+70	30	51000	8160	18	5	16	55	4451	範囲	480			3750	4736									0	39	0	0		0	0	0	0																																						渾身の一撃(15% 3倍)															
512-3	512	3	影ナル者	超激レア	50+70	30	51000	8160	18	5	24	59	4149	範囲	480			3750	4736									0	35	0	0		0	0	0	0																																			攻撃上昇(40%以下 50%上昇)			渾身の一撃(20% 3倍)															
513-1	513	1	春麗	超激レア	50+70	30	76500	25500	25	4	8	39	19615	単体	300			3450	2736	○	8500	8	8500	8	8500	8		0	15	0	0		0	0	0	0		赤		黒			エ									ふっとばす(40%)																																					
513-2	513	2	春麗CC	超激レア	50+70	30	76500	25500	25	4	8	39	19615	単体	300			3450	2736	○	8500	8	8500	8	8500	8		0	15	0	0		0	0	0	0		赤		黒			エ									ふっとばす(40%)																																					
514-1	514	1	ガイル	超激レア	50+70	30	54400	36550	21	2	25	204	5375	範囲	380			4200	3736	○	18275	25	18275	8			特性付加(2撃目)	171	33	0	0		0	0	0	0			浮										打たれ強い						遅くする(100% 100F)	攻撃低下(100%の確率 100F 50%に低下)																																	
514-2	514	2	ガイルCC	超激レア	50+70	30	54400	36550	21	2	25	204	5375	範囲	380			4200	3736	○	18275	25	18275	8			特性付加(2撃目)	171	33	0	0		0	0	0	0			浮										打たれ強い						遅くする(100% 100F)	攻撃低下(100%の確率 100F 50%に低下)																																	
